ID	LineX	LenhSX	MaHang	SPOID	PO	DauSizeID	DauSize	ColorID	MaMau	SizeID	Size	SLTong	SLThungKiem	SoLuongKCS	SoLuongKiem	SoLuongLoi	SuaDat	HangLoai	NgayKiem	AQL	NhanVienKiem	IsQC	LanKiem	StatusHT	Module	NgayHT	NVDuyet	NgayDuyet	NoiDung	SttThung	SignCNCL	SignNVKiem	SignPTDonVi	SignKT	SignToTruong	IsDonHang	StatusView	NgaySign	NgaySignKT
2288	106	354	Tokyo Metropolis Winter Jackets	All	NULL	0	0	MAU_WW_UJO_ASGR_3L	SCARLET	SIZE_L	L	50	0	50	5	NULL	NULL	NULL	2026-01-24 13:51:23.800	NULL	QA	0	5	3	1	2026-01-24 13:51:36.607	NULL	NULL	NULL	67,70	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2119	104	283	LZN-00224	283|DH_274|5010475	NULL	0	0	MAU_R6	NAVY	SIZE_M	M	50	0	50	5	4	NULL	NULL	2026-01-21 17:46:58.087	NULL	QA	0	1	2	1	2026-01-21 18:05:48.147	NULL	NULL	NULL	3-5	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2327	103	367	Tokyo Metropolis Winter pants	All	NULL	0	0	MAU_WW_UJO_ASGR_3L	SCARLET	SIZE_L	L	37	0	37	5	NULL	NULL	NULL	2026-01-26 11:58:57.740	NULL	QA	0	6	3	1	2026-01-26 11:59:07.917	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2382	102	379	TXF-ID_XA7YG	All	NULL	REG	REG	MAU_YG	GOLD	SIZE_MED	MED	6	0	6	5	NULL	NULL	NULL	2026-01-26 19:54:00.823	NULL	QA	0	9	3	1	2026-01-26 19:54:07.747	NULL	NULL	 sau khi taí chế aql ktra lại ok	1	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL
2057	109	383	XF-MY_XA7YG	All	NULL	XTALL	XTALL	MAU_YG	GOLD	SIZE_3XL	3XL	8	0	8	5	NULL	NULL	NULL	2026-01-20 22:17:56.633	NULL	QA	0	9	3	1	2026-01-20 22:18:23.110	NULL	NULL	 SAU KHI TÁI CHẾ AQL KTA LẠI OK	2.42	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL
2346	103	367	Tokyo Metropolis Winter pants	All	NULL	0	0	MAU_WW_UJO_ASGR_3L	SCARLET	SIZE_LL	LL	117	0	117	20	NULL	NULL	NULL	2026-01-26 13:28:17.420	NULL	QA	0	7	3	1	2026-01-26 15:00:47.760	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2599	106	354	Tokyo Metropolis Winter Jackets	All	NULL	0	0	MAU_WW_UJO_ASGR_3L	SCARLET	SIZE_L	L	66	0	66	20	1	NULL	NULL	2026-01-28 13:03:09.420	NULL	QA	0	9	3	1	2026-01-28 13:16:08.893	NULL	NULL	NULL	126-133	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2609	104	283	LZN-00224	283|DH_274|5010475	NULL	0	0	MAU_R6	NAVY	SIZE_3XL	3XL	30	0	30	5	NULL	NULL	NULL	2026-01-28 13:49:53.177	NULL	QA	0	12	3	1	2026-01-28 13:51:36.390	NULL	NULL	NULL	118-120	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2629	104	283	LZN-00224	283|DH_274|5010475	NULL	0	0	MAU_R6	NAVY	SIZE_2XL	2XL	24	0	24	5	NULL	NULL	NULL	2026-01-28 14:00:02.077	NULL	QA	0	15	3	1	2026-01-28 14:00:06.920	NULL	NULL	NULL	102-110	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2904	101	130	0088 521 04 V0.0	130|DH_140|5010525	NULL	0	0	MAU_V8	ANTHRACITE	SIZE_95	95	168	0	168	32	NULL	NULL	NULL	2026-01-31 11:30:54.693	NULL	QA	0	5	3	1	2026-01-31 11:31:00.560	NULL	NULL	NULL	250,270	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL
838	102	134	ASAHIKAWA　Fire Department PT	134|DH_143|VK05	NULL	0	0	MAU_GD	GOLD	SIZE_S	S	8	0	8	5	NULL	NULL	NULL	2026-01-16 11:31:27.580	NULL	QA	0	11	3	1	2026-01-16 11:31:39.253	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
1106	109	386	LXF-MY_XA7YG	All	NULL	REG	REG	MAU_YG	GOLD	SIZE_LGE	LGE	30	0	30	5	NULL	NULL	NULL	2026-01-17 14:44:30.397	NULL	QA	0	1	3	1	2026-01-17 14:45:24.670	NULL	NULL	NULL	1.3.4	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2529	104	283	LZN-00224	283|DH_274|5010475	NULL	0	0	MAU_R6	NAVY	SIZE_2XL	2XL	50	0	50	5	NULL	NULL	NULL	2026-01-27 14:49:05.143	NULL	QA	0	10	3	1	2026-01-27 15:40:20.330	NULL	NULL	NULL	103-106	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
1436	102	101	KURUME Fire Department PT	101|DH_120|VK05	NULL	0	0	MAU_NA	NAVY	SIZE_L	L	1	0	1	1	NULL	NULL	NULL	2026-01-18 13:56:31.460	NULL	QA	0	6	3	1	2026-01-18 13:57:37.920	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
1384	102	145	KITARUMOI Fire Department PT	145|DH_154|VK05	NULL	0	0	MAU_GD	GOLD	SIZE_3L_4_	3L+4	1	0	1	1	NULL	NULL	NULL	2026-01-18 12:36:37.373	NULL	QA	0	14	3	1	2026-01-18 12:37:40.243	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2331	106	354	Tokyo Metropolis Winter Jackets	All	NULL	0	0	MAU_WW_UJO_ASGR_3L	SCARLET	SIZE_L	L	100	0	100	20	NULL	NULL	NULL	2026-01-26 11:59:46.170	NULL	QA	0	6	3	1	2026-01-26 12:00:26.663	NULL	NULL	NULL	72-80	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
1696	102	193	KASUGA.ONOJO.NAKAGAWA Fire Department  PT	All	NULL	0	0	MAU_GD	GOLD	SIZE_L_4	L-4	1	0	1	1	NULL	NULL	NULL	2026-01-19 14:32:18.873	NULL	QA	0	5	3	1	2026-01-19 14:32:32.783	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2566	103	367	Tokyo Metropolis Winter pants	All	NULL	0	0	MAU_WW_UJO_ASGR_3L	SCARLET	SIZE_3L	3L	40	0	40	5	NULL	NULL	NULL	2026-01-28 08:48:52.847	NULL	QA	0	9	3	1	2026-01-28 08:49:04.450	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2537	101	130	0088 521 04 V0.0	130|DH_140|5010525	NULL	0	0	MAU_V8	ANTHRACITE	SIZE_95	95	250	0	250	32	NULL	NULL	NULL	2026-01-27 15:44:49.500	NULL	QA	0	2	3	1	2026-01-27 15:44:54.643	NULL	NULL	NULL	121 125 127,129,131,134,136,140,143,147	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
1417	102	101	KURUME Fire Department PT	101|DH_120|VK05	NULL	0	0	MAU_NA	NAVY	SIZE_M_4_	M+4	1	0	1	1	NULL	NULL	NULL	2026-01-18 13:45:53.367	NULL	QA	0	3	3	1	2026-01-18 13:45:58.880	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2440	109	383	XF-MY_XA7YG	All	NULL	REG	REG	MAU_YG	GOLD	SIZE_XL	XL	15	0	15	5	NULL	NULL	NULL	2026-01-26 21:09:17.327	NULL	QA	0	17	3	1	2026-01-26 21:09:22.273	NULL	NULL	 SAU KHI TÁI CHẾ AQL KTA LẠI OK	1	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL
2405	109	383	XF-MY_XA7YG	All	NULL	TALL	TALL	MAU_YG	GOLD	SIZE_4XL	4XL	5	0	5	5	NULL	NULL	NULL	2026-01-26 20:02:32.163	NULL	QA	0	14	3	1	2026-01-26 20:02:59.907	NULL	NULL	 SAU KHI TÁI CHẾ AQL KTA LẠI OK	21.28	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL
2396	102	379	TXF-ID_XA7YG	All	NULL	TALL	TALL	MAU_YG	GOLD	SIZE_XL	XL	100	0	100	20	1	NULL	NULL	2026-01-26 19:54:39.723	NULL	QA	0	10	3	1	2026-01-26 19:55:17.400	NULL	NULL	 sau khi taí chế aql ktra lại ok	45-50	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL
2524	109	239	EA25-AA_XR2OR	All	NULL	REG	REG	MAU_OR	ORANGE	SIZE_SML	SML	19	0	19	5	NULL	NULL	NULL	2026-01-27 11:45:38.403	NULL	QA	0	1	3	1	2026-01-27 21:18:22.753	NULL	NULL	NULL	1,3,5	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
2649	110	415	223004-202-R5	415|DH_386|5010558	NULL	0	0	MAU_R5	DARK GREEN	SIZE_2XL	2XL	50	0	50	5	NULL	NULL	NULL	2026-01-28 19:18:54.833	NULL	QA	0	2	3	1	2026-01-28 19:19:15.343	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL
